artist_name,track_name,release_date,genre,lyrics
Aretha Franklin,Walk in the Light,1970,soul,"Jesus is the light of the world Come on, choir  Walk in the light (Walk in the light) Beautiful light (Well, it's a beautiful light) Come where the dewdrops of mercy shine bright Oh, shine all around us by day and by night Jesus is the light of the world (I wonder do you know it this evening, yeah, yeah) Walk in the light (We're gonna walk in the light) Beautiful light (Well, the beautiful light) Come where the dewdrops of mercy shine bright Oh, shine all around us by day and by night (Oh Lord) Jesus is the light of the world (Oh, oh yeah) Walk in the light (We're going distance, yeah) Beautiful light (We're going the distance with the Lord, oh yeah) Come where the dewdrops of mercy shine bright Oh, shine all around us by day and by night (Oh Lord) Jesus is the light of the world  He's shining (Yes, He's shining) He's shining (Oh yes He is, He's shining)"
Aretha Franklin,You Send Me,1970,soul,"Darling you send me Darling you send me Darling you send me Honest you do Honest you do Honest you do Woah-Oh-Oh You thrill me, darling you thrill me Baby you, you thrill me Honest you do Honest you do Honest you do  At first I thought it was infatuation But it lasted so long, so long Now I find myself wanting I want you to marry me, please take me home Yeah, yeah, yeah, yeah, yeah, yeah  You, you send me Darling you send me Darling you, send me Honest you do Honest you know ya did Ya know, ya did Ya know ya, do know (you-ooh-hoo send me) You got everything it takes to wed me (you-ooh-hoo send me) And when you do the things you do you know that send me (do-ooh-hoo send me) Honestly, you send me You send me, baby, you send me You move me (do) You groove me (do) Whoooo, you send me Ah yes, ah yes, ah yes, thank you to send me Guess I'm a, a sinner Make me a longer I, I, I, I, I, I, I just can't stand any it Thrill me, kill me Oooh, send me, send me baby Pretty baby, oooh yeah"
Aretha Franklin,A Different World (Theme Song),1970,soul,"I know my parents loved me Stand behind me come what may, mmm I know now that I'm ready, yeah For I finally heard them say  It's a different world (Ooh, ooh) Than where you come from Yes, it is now, yeah  Here's our chance to make it, hey And if we focus on our goal You can dish it, we can take it, hey Just remember that you've been told  It's a different world (It's a different world) It's a different world (It's a different world) Yeah, than where you come from Ooh ooh ooh ooh Than where you come from!"
Aretha Franklin,How I Got Over,1970,soul,"How I got over (How I got over) How I got over (How I got over) You know my soul looks back in wonder how I got over How I got over (How I got over) How I got over (How I got over) Oh, my soul looks back in wonder how I got over  Just as soon as I see Jesus (Oh yes) The man who made me free (Oh yes, oh yes) It was the man who bled and suffered (Oh yes, oh yes, oh yes) You know, he died for you and for me (Oh yes) I'm gon' thank you because you brought me, Lord (Oh yes) I wanna thank you, Jesus, because you taught me (Oh yes, oh yes) I wanna thank you because he kept me  (Oh yes, oh yes, oh yes) I'ma thank you 'cause you never left me (Oh yes)  I want to sing (Hallelujah) I just might shout this evening (Troubles over) My soul looks back in wonder how I got over  How I got over, over My soul looks back in wonder how I got over How I got over, over My soul looks back in wonder how I got over, one more  And I'ma wear a diadem (Oh yes) In the new Jerusalem (Oh yes, oh yes) I'ma walk me some streets of gold (Oh yes, oh yes, oh yes) In the homeland of the soul (Oh yes) I'm gonna view the Host in white (Oh yes) Who travels both day and night (Oh yes, oh yes) Coming up from every nation (Oh yes, oh yes, oh yes) On the way to the great coronation (Oh yes)  I'm gon' sing (Hallelujah) Ooh, I might shout this evening (Troubles over) I'ma thank God for all He's done for me, yes, I am  How I got over, over My soul looks back in wonder how I got over How I got over, over My soul looks back in wonder My soul looks back in wonder My soul looks back in wonder how I got over  I wanna thank you (Thank you) Thank you, Jesus (Thank you) Thank you, Jesus (Thank you) Thank you, Lord (Thank you, Lord) Thank you, Jesus (Thank you) Jesus, woah (Thank you) Jesus (Thank you, Lord) Thank you for the love (Thank you) Thank you, Lord (Thank you) Thank you for the love (Thank you) I thank you, Lord (Thank you) Thank you for my good sisters (Thank you) Thank you, Lord (Thank you) I thank you for my brothers (Thank you) Thank you, Lord (Thank you) Thank you for just being with me, Jesus (Thank you) Thank you, thank you, Lord (Thank you) Thank you, Lord (Thank you) All day (Thank you) All night (Thank you) All day (Thank you) All night (Thank you) Thank you, Jesus (Thank you) Thank you, Lord (Thank you) Thank you, Jesus (Thank you) Thank you, my Lord, Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Jesus (Thank you) Thank you, Jesus (Thank you) Jesus, oh (Thank you) Thank you, Lord (Thank you) Jesus (Thank you) Thank you, Lord (Thank you)  I'm gonna sing (Hallelujah) Lord, let me sing (Troubles over) Because my soul looks back in wonder how I got over  How I got over, over My soul looks back in wonder My soul looks back in wonder My soul looks back in wonder how I got over"
Aretha Franklin,It Hurts Like Hell,1970,soul,"Oh baby Ohhhhh Oh baby Ohhhhh Oh babe  Love was always supposed to be Something wonderful to me To watch it grow inside yourself To feel your heart beside itself  Sometimes it hurts to love so bad (When you know you've given all you can) Sometimes it hurts to even laugh (You do your best but it's still much too bad) Sometimes the pain is just too much And it hurts like hell That's the way it feels  True love It has no hiding place It's not something you just put away It's always there inside of you Ohhh, and it shows in everything you do  Sometimes it hurts to love so bad (When you know you've given it your best) Sometimes it hurts to even laugh (You feel a thousand miles from happiness) Sometimes the pain is just too much And it hurts like hell That's the way it feels  Here we are, the two of us So full of love, so little trust But dying for some tenderness Ooohhh, but too afraid to take the step  Sometimes it hurts to love so bad (When you know what it can put you through) Sometimes it hurts to even laugh (There's nothing funny if it's killing you) Sometimes the pain is just too much And it hurts like hell That's the way it feels  I know if there is any chance For us to find our happiness We've got to learn to let it go Ohhh oh, forget all the pain we knew  Sometimes it hurts to love so bad Sometimes it hurts it hurts to even laugh And it hurts like hell That's the way Oh baby That's the way it feels"
Marvin Gaye,What’s Going On,1970,soul,"Hey, hey-hey Hey, what's happenin'? Hey, brother, what's happenin'? Boy, this is a groovy party (Hey, how you doin'?) Man, I can dig it Yeah, brother, solid, right on What's happenin'? Hey, man, what's happening? Woo Everything is everything We're gonna do a get down today, boy, I'll tell ya  Mother, mother There's too many of you crying Brother, brother, brother There's far too many of you dying You know we've got to find a way To bring some loving here today, yeah  Father, father We don't need to escalate You see, war is not the answer For only love can conquer hate You know we've got to find a way To bring some loving here today, oh (Oh)  Picket lines (Sister) and picket signs (Sister) Don't punish me (Sister) with brutality (Sister) Talk to me (Sister), so you can see (Sister) Oh, what's going on (What's going on) What's going on (What's going on) Yeah, what's going on (What's going on) Oh, what's going on  Ah-ah-ah-ah (In the meantime, right on, baby) Woo (Right on, baby), woo Ah-ya-ya-ya-ya-ya-ya, ya-ya-ya-ya-ya Woo (Right on, baby, right on), woo Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo, boo-boo-boo-doo, boo-boo-boo Ba-da-boo-boo-boo-doo, boo-boo-boo-ba-ba-do  Mother, mother Everybody thinks we're wrong Oh, but who are they to judge us Simply 'cause our hair is long? Oh, you know we've got to find a way To bring some understanding here today, oh-oh  Picket lines (Brother) and picket signs (Brother) Don't punish me (Brother) with brutality (Brother) Come on, talk to me (Brother), so you can see (Brother) Oh, what's going on (What's going on) Yeah, what's going on (What's going on) Tell me what's going on (What's going on) I'll tell you what's going on (What's going on)  Woo-ooh-ooh-ooh (Right on, baby, right on) Ah-ya-ya-ya-ya-ya-ya, ya-ya-ya-ya-ya-ya-ya Woo, woo (Right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Ba-da-boo-doo, boo-boo-boo-doo Ba-da-boo-boo-boo-doo, ba-da-da-da-da-da-da  Woo (Right on, baby, come on, right on) Ah-ya-ya-ya-ya-ya-ya-ya-ya-ya-ya Woo (Right on) Listen, ah-ya-ya-ya-ya-ya-ya-ya Da-boo-doo, boo-boo-boo-doo Da-boo-boo-doo, boo-boo-boo"
Marvin Gaye,Ain’t No Mountain High Enough,1970,soul,"Listen, baby  Ain't no mountain high, ain't no valley low Ain't no river wide enough, baby If you need me, call me, no matter where you are No matter how far, don't worry, baby Just call my name, I'll be there in a hurry You don't have to worry, 'cause, baby, there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, baby  Remember the day I set you free I told you you could always count on me, darlin' From that day on, I made a vow I'll be there when you want me, someway, somehow Oh, baby, there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe  Oh no, darlin' No wind, no rain Or winter's cold Can stop me, baby (No, no, baby) 'Cause you are my goal If you're ever in trouble I'll be there on the double Just send for me, oh baby, ha  My love is alive (Woo), way down in my heart Although we are miles apart If you ever need a helpin' hand I'll be there on the double just as fast as I can Don't you know that there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from gettin' to you, babe Don't ya know that there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough Ain't no mountain high enough Ain't no valley low enough"
Marvin Gaye,Sexual Healing,1970,soul,"Get up, get up, get up, get up Wake up, wake up, wake up, wake up Oh baby, now let's get down tonight Ooh  Baby I'm hot just like an oven (Heal me, my darling) I need some lovin' (Heal me, my darling) And baby, I can't hold it much longer (Heal me, my darling) It's getting stronger and stronger (Heal me, my darling)  And when I get that feeling I want sexual healing Sexual healing, oh baby Makes me feel so fine Helps to relieve my mind Sexual healing, baby, is good for me Sexual healing is something that's good for me  Whenever blue teardrops are falling And my emotional stability is leaving me There is something I can do I can get on the telephone and call you up, baby, and Honey, I know you'll be there to relieve me The love you give to me will free me If you don't know the thing you're dealing Oh, I can tell you, darling, that it's sexual healing  (Get up, get up, get up, get up) Let's make love tonight (Wake up, wake up, wake up, wake up) 'Cause you do it right  Baby, I got sick this morning (Heal me, my darling) A sea was storming inside of me (Heal me, my darling) Baby, I think I'm capsizing (Heal me, my darling) The waves are rising and rising (Heal me, my darling)  And when I get that feeling I want sexual healing Sexual healing is good for me Makes me feel so fine, it's such a rush Helps to relieve the mind, and it's good for us Sexual healing, baby, it's good for me Sexual healing is something that's good for me  And it's good for me, and it's so good to me My baby, ohhh Come take control, just grab a hold Of my body and mind, soon we'll be making it, honey Oh, we're feeling fine You're my medicine, open up and let me in Darling, you're so great I can't wait for you to operate  (Heal me, my darling) I can't wait for you to operate  When I get this feeling (Heal me, my darling) I need sexual healing Oh, when I get this feeling (Heal me, my darling) I need sexual healing I gotta have sexual healing, darling (Heal me, my darling) 'Cause I'm all alone I need sexual healing, darling (Heal me, my darling) 'Til you come back home Please don't procrastinate (Heal me, my darling) It's not good to masturbate"
Marvin Gaye,Let’s Get It On,1970,soul,"I've been really trying, baby Trying to hold back this feeling for so long And if you feel like I feel, baby Then come on, oh, come on, ooh  Let's get it on, ow, baby Let's get it on, let's love, baby Let's get it on, sugar Let's get it on, woo  We're all sensitive people with so much to give Understand me, sugar Since we got to be here, let's live, I love you There's nothing wrong with me loving you, baby, no, no And giving yourself to me can never be wrong If the love is true, oh, baby, ooh  Now don't you know how sweet and wonderful life can be? Ooh, ooh I'm asking you, baby, to get it on with me, ooh, ooh, ooh I ain't gonna worry, I ain't gonna push, I won't push you, baby So come on, come on, come on, come on, come on, baby Stop beating 'round the bush, hey  Let's get it on, ooh, ooh, let's get it on You know what I'm talkin' 'bout Come on, baby, hey, let your love come out If you believe in love Let's get it on, ooh, let's get it on, baby This minute, oh yeah, let's get it on Please, let's get it on, hey, hey  I know you know what I been dreamin' of, don't you, baby? My whole body wants that feelin' of love, oh, help me, woo I ain't gonna worry, no, I ain't gonna push I won't push you, baby, woo Come on, come on, come on, come on, darling Stop beatin' 'round the bush  Oh, gonna get it on, threatenin' you, baby I wanna get it on You don't have to worry that it's wrong If the spirit moves you Let me groove you good Let your love come down Oh, get it on, come on, baby Do you know the meaning of being sanctified? Hey, hey Girl, you give me good feeling, so good, somethin' like sanctified Oh, do right, baby Nothing wrong with love If you want to love me, just let yourself go Oh baby, let's get it on right now"
Marvin Gaye,The Star-Spangled Banner,1970,soul,"Say, can you see by the dawn's early light What so proudly we hailed at the twilight's last gleaming? Whose broad stripes and bright stars through the perilous fight Oh Lord, oh, the fight O'er the ramparts we watched were so gallantly, yeah, streaming? And the rocket's red glare, the bombs bursting in air Gave proof through the night that our flag was still there Oh, say does thy star-spangled banner yet wave O'er the land of the free and the home of the, home of the brave? Oh Lord, woo"
Marvin Gaye,I Heard It Through the Grapevine,1970,soul,"Ooh-ooh, I bet you're wondering how I knew 'Bout your plans to make me blue With some other guy you knew before Between the two of us guys You know I love you more It took me by surprise, I must say When I found out yesterday Don't you know that  I heard it through the grapevine Not much longer would you be mine Oh, I heard it through the grapevine Oh, I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby)  I know a man ain't supposed to cry But these tears, I can't hold inside Losing you would end my life, you see 'Cause you mean that much to me You could have told me yourself That you love someone else Instead  I heard it through the grapevine Not much longer would you be mine Oh, I heard it through the grapevine And I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby)  People say believe half of what you see Son, and none of what you hear But I can't help being confused If it's true please tell me, dear Do you plan to let me go For the other guy you loved before? Don't you know  I heard it through the grapevine Not much longer would you be mine, baby I heard it through the grapevine Ooh, I'm just about to lose my mind Honey, honey, yeah (Heard it through the grapevine, not much longer would you be my baby)  (Yeah, yeah, yeah) Honey, honey, I know (Heard it through the grapevine, not much longer would you be my baby) That you're letting me go (Yeah, yeah, yeah) Said I heard it through the grapevine (Heard it through the grapevine, not much longer would you be my baby) Ooh, heard it through the grapevine (Yeah, yeah, yeah)"
Marvin Gaye,Inner City Blues (Make Me Wanna Holler),1970,soul,"Rockets, moon shots Spend it on the have-not's Money, we make it Before we see it, you take it  Oh, make me wanna holler The way they do my life (Yeah) Make me wanna holler The way they do my life This ain't living, this ain't living No, no, baby, this ain't living No, no, no, no  Inflation, no chance To increase finance Bills pile up sky high Send that boy off to die  Oh, make me wanna holler The way they do my life (He-ey-ey) Yeah, make me wanna holler The way they do my life Oh, baby  Hang ups, let downs Bad breaks, set backs Natural fact is Oh, honey, that I can't pay my taxes  Oh, make me wanna holler And throw up both my hands Yeah, it make me wanna holler And throw up both my hands (Ow!)  Crime is (Woo!) increasing Trigger happy policing Panic is spreading God knows where we're heading  Oh, baby Make me wanna holler, they don’t understand Yeah, make me wanna holler, they don’t understand Mother, mother (Mother, mother) Everybody thinks we're wrong (Mother, mother) Who are they to judge us? (Mother, mother) Simply 'cause we wear our hair long (Mother, mother) Ooh Ah-ya-ya-ya-ya-ya-ya-ya-ya Oh"
Marvin Gaye,I Want You,1970,soul,"I want you (And I want you) — the right way (The right way, babe) I want you (Yes, I do) But I want you to want me too (Want me too) Want you to want me, baby (And I want you to do right, baby) Just like I want you (Woo)  Oh, I give you all the love I want in return, sweet darling But half a love is all I feel Ooh, it's too bad, it's just too sad, you don't want me now But I'm going to change your mind, someway, somehow, oh baby  I want you — the right way I want you But I want you to want me too I want you to want me, baby Just like I want you Ooh, ooh  This one way love is just a fantasy, oh sugar To share is precious, pure and fair, ooh Don't play with something you should cherish for life, oh baby Don't you want to care? Ain't it lonely out there?  I want you (I want you) — the right way (Want you, baby) I want you But I want you to want me too I want you to want me, baby (Oh, I want you to get down, baby) When I get down with you, yeah, darlin', oh, ooh (Just like I want you)  Get down, baby, woo Have mercy Listen precious, I wanted you For a long time I wanted you More than you can imagine Oh baby, so fine, ow! I want you - the right way, baby I want you, baby But I want you to want me too, baby Gotta, gotta, gotta love me, sugar Oh, the way that I love you Woooo, I want you"
Marvin Gaye,Mercy Mercy Me (The Ecology),1970,soul,"Woah-oh, oh, mercy, mercy me Oh, things ain't what they used to be, no, no Where did all the blue skies go? Poison is the wind that blows from the North and South and East  (Father) Woah-oh, mercy, mercy me (Ah, mercy) Oh, things ain't what they used to be, no, no (Have mercy, Father) Oil wasted on the oceans and upon our seas (Have mercy, please have mercy, Father) Fish full of mercury (Please have mercy, Father)  Oh, oh, oh mercy, mercy me (Help us, Father, have mercy, please help us, Father) Oh, things ain't what they used to be, no, no (Have mercy, you oughta help us, Father) Radiation underground and in the sky (Please have mercy, ah, help us, Father) Animals and birds who live nearby are dying (Oh, please help us, Father, Father, help us, Father)  Oh, mercy, mercy me (Have mercy, mmm, mercy, Father) Oh, things ain't what they used to be (Please have mercy, ah, mercy, Father) What about this overcrowded land? (Have mercy, Father, oh, have mercy, Father) How much more abuse from man can she stand? (Please have mercy, mmm)  Ooh, ooh, oh, no, no, na, na, na, na My sweet Lord, na, na, na My, my Lord, my sweet Lord Breathe"
